names,orig_lang,budget_x,revenue,country,number_of_oscar_winners,main_genre,release_month,release_year
The Breed,English,4860000,1675484,US,0,Thriller,06,2006
The African Queen,English,1000000,10750000,US,2,Adventure,02,1952
The Legend of the Galactic Heroes: Die Neue These Seiran 1,Japanese,135000000,598534384.8,JP,0,Animation,09,2019
Tunnel,Korean,1000000,22418385.8,KR,0,Thriller,08,2016
K-19: The Widowmaker,English,90000000,65716126,AU,0,Drama,11,2002
Drumline: A New Beat,English,93200000,380151711.4,US,0,Music,10,2014
How to Steal a Million,English,101000000,819530509,US,1,Comedy,07,1966
Jarhead 2: Field of Fire,English,51400000,291353534.2,US,0,War,08,2014
The Last Seduction,English,2500000,257720413.2,AU,0,Thriller,05,1994
Swingers,English,200000,6618578,AU,0,Comedy,06,1997
Black Rain,English,30000000,133892212,AU,1,Drama,01,1990
Perfect Nanny,French,78000000,556436906.4,FR,0,Drama,11,2019
Imagine That,English,55000000,22438144,US,0,Comedy,06,2009
The Sisterhood of the Traveling Pants,English,25000000,41560117,US,0,Drama,06,2005
Scoop,English,4000000,40103262,US,0,Comedy,07,2006
Dinner for Schmucks,English,69000000,86796502,AU,0,Comedy,08,2010
The General,English,750000,1000000,AU,0,Action,10,1984
The Muppet Christmas Carol,English,12000000,31724550,AU,0,Music,12,1992
Ichi the Killer,Japanese,1400010,80631,JP,0,Action,12,2001
eXistenZ,English,20700000,2840417,AU,0,Action,05,1999
Mermaids,English,31000000,35419397,AU,1,Comedy,05,1991
Solaris,Russian,47000000,14970038,SU,0,Drama,03,1972
Lars and the Real Girl,English,12500000,11277119,AU,0,Comedy,04,2008
Rope,English,1500000,2200000,AU,1,Crime,02,1984
Digimon: The Movie,Japanese,5000000,16628751,AU,0,Fantasy,06,2001
I'm a Porn Star: Gay 4 Pay,English,53600000,682429959.6,US,0,Documentary,04,2016
King Solomon's Mines,English,12500000,15057465,US,0,Action,11,1985
Sorry if I Love You,Italian,135159000,234980052.8,IT,0,Comedy,01,2008
Dragon Wars: D-War,Korean,32000000,79915361,AU,0,Fantasy,02,2008
Paradise Inn Phuket: The Taste of College Students,Korean,127800000,578598408,KR,0,Drama,11,2019
Detective Conan: Jolly Roger in the Deep Azure,Japanese,71000000,408419268.2,JP,0,Animation,04,2007
Shark Attack 3: Megalodon,English,148800000,948498291.2,US,0,Horror,11,2002
The Way Back,English,23000000,14563409,AU,0,Drama,03,2020
The Highwaymen,English,49000000,235866091.2,AU,1,Crime,04,2019
One Million Years B.C.,English,86000000,801101628.8,US,0,Adventure,02,1967
The Whole Ten Yards,English,30000000,26323969,AU,0,Comedy,07,2004
Jokyoshi Nikki 3 Himerareta Sei,Japanese,15541000,38139010,JP,0,NA,06,1997
The Reunion for Swapping,Korean,201940000,38157314,KR,0,Romance,01,2020
Book Club,English,10000000,106256217,AU,3,Romance,08,2018
Hero,English,42000000,66787173,US,1,Comedy,10,1992
Tapped Out,English,155000000,512852838.8,CA,0,Action,05,2014
Road House,English,10000000,30050028,AU,0,Action,06,1989
Recess: School's Out,English,10000000,44451470,US,0,Science Fiction,02,2001
Mower Minions,English,78800000,712823548,US,0,Comedy,07,2016
Big Eyes,English,10000000,27317872,AU,0,Drama,02,2015
Locked Down,English,10000000,44075282.6,AU,1,Comedy,05,2021
Bartok the Magnificent,English,79000000,798590398.8,US,0,Animation,11,1999
iCarly: iGo to Japan,English,120400000,461753653.4,US,0,Comedy,11,2008
Jingle Jangle: A Christmas Journey,English,136940000,472701127.2,US,1,Family,11,2020
Nazi Overlord,English,117200000,858069141.2,US,0,Action,11,2018
The Sisters Brothers,English,38000000,14636067,AU,0,Drama,02,2019
A Hard Day's Night,English,560000,1626784,GB,0,Music,07,1964
Appleseed: Ex Machina,Japanese,80800000,522718277.8,AU,0,Animation,07,2008
Tomorrow I Will Date With Yesterday's You,Japanese,172400000,217755930.8,JP,0,Romance,12,2016
Detective Conan: Sunflowers of Inferno,Japanese,10860000,43000000,JP,0,Crime,04,2015
Hellraiser: Revelations,English,350000,1240261.6,US,0,Horror,10,2011
Millennium Actress,Japanese,39055487.8,37641,JP,0,Animation,09,2002
Tryo - Live XXV,French,81000000,345336673.4,FR,0,Music,12,2022
Art of the Devil 2,Thai,28600000,506597404.6,TH,0,Horror,12,2005
Dragon Ball: The Magic Begins,Chinese,114500000,897489221.2,TW,0,Action,11,1991
Pokémon Ranger and the Temple of the Sea,Japanese,42320000,26900000,JP,0,Family,07,2006
My Sister’s Girlfriend,Japanese,185540000,178359863,KR,0,Romance,02,2017
Fatman,English,20000000,16667230.2,AU,0,Action,10,2020
The Kitchen,English,38000000,15779261,AU,0,Action,08,2019
Four Good Days,English,54200004,843965,US,0,Drama,04,2021
Flowers in the Attic,English,8280240.6,15151736,US,1,Drama,11,1987
Deep End,English,95000000,406434252.2,GB,0,Drama,11,1970
Hellraiser: Inferno,English,2000000,3148392.2,US,0,Horror,10,2000
Sharp Stick,English,76000000,152911218.6,US,0,Comedy,07,2022
Cleaner,English,25000000,5796630,AU,0,Crime,05,2008
Land of Mine,Danish,5070773,43904783.4,AU,0,War,06,2016
Munich,English,75000000,131492772,AU,1,Drama,02,2006
Riders of Justice,Danish,5300000,679505,AU,0,Action,10,2021
Victor Crowley,English,119000000,254963976.8,US,0,Comedy,08,2017
Spooky Buddies,English,105500000,779620835.6,US,0,Comedy,09,2011
A Merry Friggin' Christmas,English,97250080,462439605,US,0,Comedy,11,2014
C'mon C'mon,English,8300000,4300000,AU,0,Drama,02,2022
Black Knight,English,35000000,33422806,US,0,Comedy,11,2001
Are We in Love?,Korean,92400000,665832414,KR,0,Romance,03,2020
Iron Eagle,English,18000000,24159872,US,0,Action,01,1986
The Man Who Fell to Earth,English,1500000,192163491.4,US,0,Drama,05,1976
Busty Cops: Protect and Serve!,English,149200000,918273543,US,0,Comedy,08,2009
The Lost Viking,English,109600000,590859548.2,GB,0,Action,05,2018
Drunk Parents,English,55000000,164610802.6,AU,0,Comedy,06,2019
Casanova,English,52000000,37691644,US,1,Adventure,12,2005
Fools Rush In,English,20000000,42000000,US,0,Comedy,02,1997
Persona,Swedish,56580000,464356257.8,AU,0,Drama,11,2004
Red Scorpion,English,16000000,4192440,US,0,Adventure,01,1989
Take Point,Korean,71800000,424382090.2,KR,0,Action,12,2018
Gurren Lagann the Movie: Childhood's End,Japanese,1715000,1880000,JP,0,Action,09,2008
The Pink Panther 2,English,7585300.6,75871032,AU,0,Comedy,04,2009
The Producers,English,45000000,38058335,US,0,Comedy,12,2005
The Kite Runner,English,20000000,74180745,AU,0,Drama,01,2008
Shinnin Onna Kyoshi,Japanese,101800000,821985126,JP,0,Drama,01,2009
House,English,3000000,19444631,US,0,Comedy,02,1986
Midnight Special,English,18000000,7680250,AU,0,Adventure,04,2016
The Accidental Husband,English,6261000,22707064,AU,1,Comedy,02,2008
The Devil's Own,English,90000000,140900000,AU,0,Crime,03,1997
Out of the Furnace,English,22000000,15434375,AU,2,Thriller,01,2014
Padre Pio,English,174600000,175269998.8,IT,0,Drama,09,2022
The Chosen Ones,"Spanish, Castilian",87000000,416389640,AU,0,Drama,08,2015
Savages,English,45000000,82513490,AU,0,Crime,09,2012
Riot,English,7880000,124358,US,0,Action,09,2015
Rio Lobo,English,71460000,431611098,US,1,Western,12,1970
Assault on Precinct 13,English,30000000,35294470,AU,0,Thriller,03,2005
Wet Woman in the Wind,Japanese,114800000,384414469.8,JP,0,Romance,08,2016
Curse of the Pink Panther,English,11000000,4491986,US,1,Comedy,08,1983
Erased,English,12000000,31724226.6,AU,0,Action,11,2012
Youth,Italian,13000000,24001573,AU,1,Comedy,10,2015
On Deadly Ground,English,50000000,38590458,US,0,Action,02,1994
Urban Legends: Bloody Mary,English,3500000,2862233.6,US,0,Horror,07,2005
Starman,English,22000000,28744356,AU,1,Science Fiction,05,1985
My Son,English,73600000,306445940.4,GB,0,Thriller,01,2022
The Frozen Ground,English,19200000,5617460,AU,1,Thriller,12,2013
Godzilla vs. Mechagodzilla,Japanese,40200120,1330000,JP,0,Action,03,1974
Just Wright,English,12000000,21867665,US,0,Comedy,05,2010
Bulletproof Monk,English,52000000,26922492,AU,0,Action,05,2003
Dear David,Indonesian,80600000,569018789.2,ID,0,Comedy,02,2023
Passengers,English,110000000,302239672,AU,0,Drama,02,2009
Careful What You Wish For,English,8000000,86398923,US,0,Drama,06,2016
Puella Magi Madoka Magica the Movie Part III: Rebellion,Japanese,33211149.2,12947880,AU,0,Mystery,02,2014
Day Watch,Russian,4200000,42918532,AU,0,Fantasy,02,2006
The Substitute,English,56804639.8,14818176,US,0,Action,04,1996
88,English,103200000,266448774.4,US,0,Thriller,01,2015
HollyBlood,"Spanish, Castilian",99400000,405141837.6,ES,0,Comedy,07,2022
Tini: The New Life of Violetta,"Spanish, Castilian",19201483,17000172,ES,0,Comedy,05,2016
Crossing Over,English,25000000,1037335,US,0,Crime,02,2009
Secrets of the Saqqara Tomb,English,79500000,708023892.4,US,0,Documentary,10,2020
Deception,English,25000000,12850033,AU,0,Thriller,04,2008
Little Italy,English,143700000,224559747.8,AU,0,Comedy,03,2019
The Guilty,Danish,80000000,522029092.4,AU,0,Thriller,01,2019
Mona Lisa Smile,English,65000000,141205169,AU,1,Drama,02,2004
Originless,"Spanish, Castilian",141000000,259379650.4,GB,0,Horror,10,2020
Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,Japanese,123600000,590203752.2,JP,0,Animation,02,2012
Open Range,English,26000000,68613992,US,1,Western,08,2003
Bigbug,French,14000000,18676187.6,FR,0,Science Fiction,02,2022
Love Comes Softly,English,85800000,373763303.8,US,0,TV Movie,04,2003
Monster High: Freaky Fusion,English,32400000,668870309.4,US,0,Animation,10,2014
K-ON! The Movie,Japanese,96400000,580287053.2,JP,0,Animation,12,2011
Torment,French,10000000,191500032.6,FR,0,Drama,02,1994
Rudy,English,12000000,22750363,US,0,Drama,10,1993
Spawn,English,40000000,87949859,AU,0,Action,08,1997
Psycho IV: The Beginning,English,800000,10676054.6,US,0,Horror,11,1990
Gladiator,English,103000000,452282115,AU,0,Action,07,1992
The Possession of Michael King,English,1300000,2736371,US,0,Horror,08,2014
"Good Morning, Vietnam",English,13000000,123922370,AU,1,Comedy,01,1988
The Net,English,22000000,110521733,AU,1,Crime,09,1995
Finding Michael,English,118800000,842846355.6,AU,0,Documentary,03,2023
While You Were Sleeping,English,17000000,182057016,AU,1,Romance,05,1995
High and Low,Japanese,250000,73294091.6,JP,0,Crime,03,1963
Imagine Me & You,English,7900000,3129471,GB,0,Drama,06,2006
Them!,English,23000000,167879910.4,US,0,Science Fiction,06,1954
Ghost Team One,English,3420000,9195,US,0,Comedy,01,2013
Detective Conan: The Scarlet Bullet,Japanese,50900000,95580715,AU,0,Animation,05,2021
School Of Youth 2: The Unofficial History of the Gisaeng Break-In,Korean,12001040,55831507,KR,0,Comedy,03,2016
Enigma,English,42360000,15705007,US,1,Mystery,01,2001
The Girl Who Played with Fire,Swedish,4422952,67126795,AU,0,Drama,08,2010
Around the World in Eighty Days,English,6000000,42000000,US,1,Adventure,10,1956
Slaughterhouse Rulez,English,22825817.8,730762,GB,0,Action,10,2018
The Story of Linda,"Spanish, Castilian",177400000,843039591.4,ES,0,Adventure,09,1981
Texas Killing Fields,English,3528009.2,957240,AU,0,Drama,02,2012
The Perfect Game,English,12500000,3931367,US,0,Drama,04,2010
The First King,Latin,27874800,2440478,IT,0,History,01,2019
Montana Story,English,156600000,568184516.6,US,0,Drama,05,2022
Look Who's Talking,English,7500000,296999813,AU,0,Comedy,03,1990
Detective Conan: Strategy Above the Depths,Japanese,94400000,499328883.8,US,0,Animation,04,2005
Blade of the Immortal,Japanese,63460000,150532,AU,0,Action,06,2017
The Maid,English,373000,2207949.8,US,0,Romance,04,2014
Partly Cloudy,English,111800000,750742412.6,US,0,Animation,05,2009
St. Vincent,English,13000000,54837234,AU,0,Comedy,12,2014
Knock Off,English,35000000,10319915,US,0,Action,09,1998
Peter Knife,"Spanish, Castilian",117780000,581124959.8,MX,0,Action,05,1984
Alapaap,Tagalog,82000000,618157116.2,PH,0,Thriller,11,2022
Targeted,"Spanish, Castilian",115000000,604531768.4,AR,0,Thriller,04,2022
Bringing Out the Dead,English,32000000,16800000,AU,1,Drama,04,2000
Lunana: A Yak in the Classroom,Dzongkha,67800000,653988016.4,AU,0,Drama,06,2022
Spies Like Us,English,22000000,60088980,AU,0,Comedy,03,1986
Single White Female,English,16000000,48017402,US,0,Thriller,08,1992
The Hundred-Foot Journey,English,22000000,94270488,AU,1,Drama,08,2014
The Ghost Writer,English,45000000,65532491,AU,0,Thriller,04,2010
The Swarm,English,21000000,7700000,US,1,Thriller,07,1978
Tokyo Decadence,Japanese,5838800,795312,JP,0,Drama,01,1992
High Fidelity,English,20000000,47881663,AU,0,Drama,08,2000
Hard Boiled,Cantonese,4500000,30613134.4,AU,0,Action,05,1992
Thunderstruck,English,587211,587211,US,0,Comedy,08,2012
The Swan Princess: Escape from Castle Mountain,English,6180000,273644,AU,0,Family,06,1997
Friends with Money,English,6500000,18110152,AU,1,Comedy,08,2006
V.I.P.,Korean,128800000,388874890,KR,0,Crime,08,2017
Blazing Saddles,English,2600000,119500000,AU,0,Western,02,1974
"Lock, Stock and Two Smoking Barrels",English,1350000,28356188,AU,0,Comedy,11,1998
Martyrs Lane,English,92600000,353391998.4,AU,0,Horror,09,2021
Ali,English,109000000,87683966,AU,2,Drama,02,2002
Persona 3 the Movie: #1 Spring of Birth,Japanese,139800000,308258520.6,JP,0,Animation,11,2013
Rebecca,English,1288000,6002370,AU,2,Mystery,09,1982
Guardians of Time,English,159000000,779855224,US,0,Adventure,10,2022
The Delta Force,English,10330000,17768900,AU,1,Action,05,1986
Half Baked,English,8000000,17394881,AU,0,Comedy,01,1998
Big Tits Zombie,Japanese,89600000,318056302,JP,0,Action,05,2010
The Loved Ones,English,4000000,12302,AU,0,Horror,11,2010
The Big Brawl,English,22900000,854,US,0,Action,09,1980
Dunston Checks In,English,16000000,23546833,AU,1,Family,04,1996
Compartment No. 6,Finnish,2412000,138808687,AU,0,Drama,07,2022
Green Room,English,5000000,3807503,AU,0,Horror,05,2016
Urotsukidōji: Legend of the Overfiend,Japanese,127400000,439839810.4,AU,0,Animation,10,1994
Three Colors: Red,French,136000000,312438109.8,FR,0,Drama,09,1994
El Siete Machos,"Spanish, Castilian",209000000,1018310539.4,US,0,Comedy,02,1951
The Sisterhood of the Traveling Pants 2,English,27000000,44270131,US,0,Adventure,08,2008
Bite,English,49200000,427304425.6,DE,0,Horror,08,2015
Broad Peak,Polish,88000000,503089616.8,PL,0,Drama,09,2022
The Spacewalker,Russian,7075038,9868942,RU,0,Adventure,04,2017
The 'Burbs,English,18000000,49101993,AU,1,Comedy,06,1989
Mom and Dad,English,4740000,169209,US,1,Thriller,01,2018
The Arrival,English,25000000,14063331,AU,0,Science Fiction,03,1997
Phenomenon,English,32000000,152036382,AU,2,Drama,08,1996
Seifuku niku dorei,Japanese,84000000,345336673.4,JP,0,NA,05,1985
My Friend's Older Sister,Korean,112600000,597883933,KR,0,Romance,03,2016
Belle de Jour,French,85000000,645835675.2,FR,0,Drama,05,1967
See Me After Class,Japanese,122700000,217486131,JP,0,Animation,06,2012
Sube y Baja,"Spanish, Castilian",102200000,696582478,US,0,Comedy,01,1959
Battleship Potemkin,Russian,5389600,45100,SU,0,Drama,12,1925
"Watch Out, We're Mad",Italian,3477000,36782781,IT,0,Action,03,1974
Silk Road,English,5900000,245416443.2,AU,0,Crime,02,2021
Barbershop 2: Back in Business,English,18000000,65842412,AU,0,Comedy,05,2004
Little Shop of Horrors,English,30000000,38747385,AU,0,Horror,03,1987
Identity,English,28000000,82119036,AU,0,Mystery,08,2003
Assassination Classroom: Graduation,Japanese,48600000,493136851.8,JP,0,Science Fiction,03,2016
The Land Before Time X: The Great Longneck Migration,English,131400000,262387752,US,0,Animation,12,2003
Failure to Launch,English,50000000,128402901,AU,2,Comedy,05,2006
I Remember,Chinese,102000000,254278668.2,CN,0,Romance,12,2020
มาลัยใจแตก,Thai,167540000,175269998.8,TH,0,NA,04,2023
Sleeping with Other People,English,6548225.8,3214116,AU,0,Comedy,08,2015
Taxi 5,French,24625000,38600000,FR,0,Comedy,04,2018
Batman: Mystery of the Batwoman,English,116800000,449633251.4,US,0,Adventure,10,2003
Travis Scott: Look Mom I Can Fly,English,152000000,628779204.4,US,0,Documentary,08,2019
Ragnarok,Norwegian,6500000,3721345,AU,0,Action,01,2013
6 Days,English,1500000,22840186.8,AU,0,Action,07,2017
All the President's Men,English,8500000,70600000,AU,1,Drama,06,1976
Transylvania 6-5000,English,108000000,503970573.4,US,0,Comedy,11,1985
Happily N'Ever After,English,47000000,37923818,AU,0,Adventure,04,2007
Lupin III: The First,Japanese,5947948,7334393,AU,0,Adventure,11,2021
The Hitcher,English,10000000,25399945,US,0,Action,01,2007
A Matter of Loaf and Death,English,90000000,761987823.8,AU,0,Animation,12,2008
Smokin' Aces 2: Assassins' Ball,English,8000000,16667230.2,AU,0,Action,01,2010
Force Majeure,Swedish,56000004,4094339,AU,0,Drama,10,2014
Necronomicon,English,4000000,99000630,US,0,Horror,11,1993
Demolition,English,10000000,4366460,AU,0,Comedy,07,2016
The Replacement Killers,English,30000000,19035741,AU,0,Action,07,1998
Snake Eyes,English,73000000,103891409,AU,1,Thriller,09,1998
The Boss,English,29000000,78652207,AU,1,Comedy,04,2016
Never Sleep Again: The Elm Street Legacy,English,108200000,362664416.2,US,0,Documentary,05,2010
The Butler,English,25000000,115922175,AU,2,Drama,08,2014
Look Who's Talking Too,English,8540000,47789074,AU,0,Romance,01,1991
Black Beauty,English,85200000,604881225.2,US,0,Adventure,07,1994
Battle of Jangsari,Korean,12400004,7883200,KR,0,Drama,09,2019
The Front Runner,English,9438800,3242235,AU,0,Drama,11,2018
Made in Italy,English,68400000,229180648.2,AU,0,Comedy,08,2020
The Marine 4: Moving Target,English,1950000,211802400.4,US,0,Action,04,2015
The Longest Yard,English,82000000,191558505,US,0,Comedy,08,1974
How to Survive Without Mum,French,264940000,175269998.8,FR,0,Comedy,04,2023
The Bonfire of the Vanities,English,47000000,15691192,US,1,Crime,12,1990
Christmas Unfiltered,English,150000000,292767115.2,BR,0,Comedy,12,2022
The Last Warrior: A Messenger of Darkness,Russian,7000000,29694624,RU,0,Fantasy,12,2021
Final Scandal: Madam Likes It Hard,Japanese,139800000,558017045.2,JP,0,Romance,12,1983
A Simple Wish,English,28000000,8165213,US,0,Adventure,07,1997
Dream House,English,50000000,41642166,US,0,Mystery,09,2011
Street Mobster,Japanese,70440000,550779126.2,JP,0,Crime,05,1972
Escaflowne: The Movie,Japanese,132500000,829740878,AU,0,Animation,06,2004
Duplex,English,40000000,10070651,US,0,Comedy,09,2003
Unfinished Affairs,"Spanish, Castilian",2792657,211802400.4,ES,0,Thriller,05,2022
Alien Outbreak,English,118800000,813941432.2,US,0,Science Fiction,02,2020
Good Kids,English,90544000,519948264.6,AU,0,Comedy,10,2016
Ranma ½: The Movie — The Battle of Nekonron: The Fight to Break the Rules!,Japanese,163000000,1043172773.8,JP,0,Animation,11,1991
Marked for Death,English,12000000,46044400,AU,0,Action,02,1991
Days of Being Wild,Cantonese,25937792,141864,HK,0,Crime,12,1990
The Eagle,English,25000000,38993548,AU,0,Adventure,07,2011
Dogma,English,10000000,43948865,AU,0,Fantasy,12,1999
Mighty Joe Young,English,80000000,50632037,US,1,Adventure,12,1998
12 Rounds 3: Lockdown,English,104600000,414937351.4,US,0,Action,09,2015
A Chinese Odyssey Part One: Pandora's Box,Cantonese,10192000,3237520,HK,0,Fantasy,01,1995
Foxter and Max,Ukrainian,1522860,221074959.6,UA,0,Adventure,09,2019
Zoombies,English,90800000,245520574.6,US,0,Science Fiction,05,2016
Wendy Wu: Homecoming Warrior,English,6000000,106360586.2,US,0,Family,06,2006
Simsalabim,Swedish,141600000,175269998.8,SE,0,Music,04,2023
My Name Is Mo'Nique,English,101800000,567601271.2,US,0,Comedy,04,2023
77+33=?,Vietnamese,22,1232396.2,VN,0,Documentary,04,2023
Downton Abbey,English,20000000,192199131,AU,0,Drama,09,2019
Ibiza,English,128000000,419965614.6,AU,0,Comedy,05,2018
What to Expect When You're Expecting,English,37500000,88473016,AU,1,Romance,05,2012
Provocation,Italian,86400000,570633320.6,DE,0,Drama,11,1996
Sorority Row,English,12500000,26735797,US,0,Horror,09,2009
The French Lieutenant's Woman,English,37595000,2689068,AU,2,Drama,12,1981
The Holy Mountain,"Spanish, Castilian",750000,54359734.8,AU,0,Drama,08,2015
Lady Macbeth,English,650000,6477294,AU,0,Drama,06,2017
The Hot Spot,English,43020000,1293976,US,0,Romance,10,1990
Going Places,French,103040000,412503777.6,FR,0,Comedy,03,1974
Marvel Studios Assembled: The Making of Eternals,English,62400000,770122832.2,AU,0,Documentary,02,2022
2048: Nowhere to Run,English,144200000,316138996.6,AU,0,Science Fiction,01,2018
Detective Conan: Quarter of Silence,Japanese,159940523.8,544794087.2,JP,0,Animation,04,2011
The Bodyguard from Beijing,Cantonese,118800000,317410493.4,HK,0,Drama,07,1994
Chasing Amy,English,250000,15155095,AU,1,Comedy,06,1997
Category 7: The End of the World,English,120000000,327226498,US,0,Action,11,2005
"Sex, Shame & Tears","Spanish, Castilian",80600000,569018789.2,MX,0,Comedy,06,1999
A Bittersweet Life,Korean,134000000,434250432.6,KR,0,Action,03,2005
Women in Cellblock 9,German,120100000,875470694.6,DE,0,Drama,03,1978
Caveman,English,70700000,613784274.8,US,0,Comedy,04,1981
Offering to the Storm,"Spanish, Castilian",5989313,173168556.2,ES,0,Crime,07,2020
Extortion,English,99400000,427738149.8,US,0,Action,01,2017
Yu Pui Tsuen,Cantonese,101800000,842846355.6,HK,0,NA,12,1986
Rescue Dawn,English,10000000,7037886,US,0,Adventure,07,2007
Fight Back to School 3,Cantonese,39780000,3865984,HK,0,Comedy,01,1993
Harry & Meghan: A Royal Romance,English,105740523.8,345465556.8,US,0,Romance,05,2018
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,English,68400000,451860954,US,0,Animation,12,2017
Biker Boyz,English,24000000,23510601,AU,0,Action,07,2003
Before Sunset,English,2000000,11217346,AU,0,Drama,08,2004
Little Boy,English,20000000,17769299,US,0,Comedy,04,2015
The Way Back,English,23000000,14563409,AU,0,Drama,04,2011
Warlock,English,7000000,8824553,US,1,Western,06,1959
Nick and Norah's Infinite Playlist,English,10000000,33886017,US,0,Comedy,10,2008
The Wild Bunch,English,6000000,509424,AU,2,Western,11,1969
Cold Creek Manor,English,2960017.8,29119434,US,0,Mystery,09,2003
The Hours,English,25000000,97030468,US,3,Drama,12,2002
Darc,English,38200000,319040588.8,US,0,Action,05,2018
The Night Porter,Italian,115660000,548358671.4,IT,0,War,04,1974
The Recall,English,5000000,1319566,CA,0,Science Fiction,06,2017
The Golden Child,English,12000000,79817937,AU,0,Action,12,1986
Godzilla Against MechaGodzilla,Japanese,8500000,16000000,JP,0,Action,11,2002
Angela's Ashes,English,25000000,13038660,IE,0,Drama,01,2000
Dinosaur Island,English,12000000,39296,AU,0,Adventure,12,2014
The Day of the Jackal,English,8650000,16056255,AU,0,Action,08,1973
Utøya: July 22,Norwegian,688960,70628664,NO,0,History,03,2018
JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,Japanese,101000000,414252393.4,JP,0,Action,08,2017
Pacto de Fuga,"Spanish, Castilian",187000000,549685989,US,0,Drama,08,2020
Sisters,English,30000000,106030660,AU,0,Comedy,01,2016
Pretty Baby: Brooke Shields,English,77100000,412992726,US,0,Documentary,01,2023
Megalodon Rising,English,106500000,683290177.6,US,0,Action,08,2021
Lupin the Third vs. Detective Conan,Japanese,131000000,557248132.6,AU,0,Action,10,2015
Indochine,French,64660616.4,480248424.4,FR,0,Drama,04,1992
Buddy's Mom,Korean,107000000,625144639.8,KR,0,Drama,11,2015
Fahrenheit 9/11,English,6000000,221148959,AU,0,Documentary,07,2004
Marvel Studios Assembled: The Making of Thor: Love and Thunder,English,98800000,580810039.6,US,2,Documentary,09,2022
Turtles Forever,English,101800000,596912378.2,US,0,Animation,11,2009
Julia's Eyes,"Spanish, Castilian",5170496.6,12884923,US,0,Horror,10,2010
What Ever Happened to Baby Jane?,English,980000,2935750.2,US,2,Drama,10,1962
28 Days,English,43000000,62063972,US,1,Comedy,04,2000
All My Life,English,25000000,2024063,AU,0,Romance,11,2020
Sometimes They Come Back,English,116400000,313431335.8,US,0,Horror,05,1991
Gokuraku sentô: Kyonyû yumomi,Japanese,12001040,38139010,JP,0,Comedy,08,2011
Stan & Ollie,English,10000000,29062674,AU,0,Comedy,05,2019
Toni Erdmann,German,10000000,178077014.4,AU,0,Comedy,06,2016
Night of the Zombies,Italian,108800000,348600148.4,IT,0,Horror,08,1981
Battle: Freestyle,Norwegian,94000000,537098095.8,US,0,Romance,04,2022
Pieces of a Woman,English,100000000,369861963.8,AU,1,Drama,12,2020
Two Brothers,English,72000000,62176754,AU,0,Adventure,11,2004
Big Jake,English,69140523.8,363383360.6,US,1,Western,05,1971
Zoom,English,35000000,12506188,AU,0,Family,08,2006
A Grand Day Out,English,17300,57635198.8,AU,0,Animation,06,2001
The Wing or the Thigh?,French,82400000,400066522,FR,0,Comedy,10,1976
Kick the Cock,Italian,69200000,160644775.4,IT,0,Comedy,09,2008
El día de los albañiles 3,"Spanish, Castilian",95240000,570086135.4,MX,0,Comedy,01,1987
"Oh, Ramona!",English,102000000,616295796,US,0,Comedy,02,2019
Devil's Due,English,7000000,36146087,AU,0,Horror,03,2014
M*A*S*H,English,3500000,81600000,AU,1,Comedy,07,1970
Scooby-Doo! Music of the Vampire,English,203000000,632965969.8,US,0,Family,03,2012
Gabriel's Inferno: Part IV,English,163600000,812667214.2,US,0,NA,03,2022
10,English,7000000,74865517,AU,1,Comedy,01,1980
Space Chimps,English,37000000,67029956,AU,0,Animation,09,2008
Man Bites Dog,French,33000,205569,FR,0,Comedy,11,1992
Hex the Patriarchy,English,167540000,175269998.8,US,0,NA,04,2023
Night School,English,29000000,104145633,AU,0,Comedy,09,2018
The Gospel of John,English,11000000,4234355,US,0,Drama,09,2003
Endgame,Chinese,57400000,285766063,CN,0,Comedy,02,2021
The Gallows,English,100000,41656474,US,0,Horror,07,2015
Angel Eyes,English,38000000,29544532,US,0,Drama,05,2001
King of Beggars,Cantonese,95500000,382780040.8,HK,0,Action,12,1992
Marathon Man,English,6500000,21709020,AU,2,Thriller,02,1977
Junior,English,60000000,108431355,AU,1,Comedy,12,1994
"Lying in Bed Alone, Breathing",English,241940000,175269998.8,US,0,Documentary,04,2023
Hen,English,167540000,175269998.8,US,0,NA,04,2023
Skinwalkers,English,93800000,554994084.8,US,0,Fantasy,08,2007
Snake in the Eagle's Shadow,Cantonese,112920000,549797849.2,HK,0,Action,03,1978
The Visitor from the Future,French,4500000,1946816,FR,0,Science Fiction,09,2022
Red Cliff,Chinese,40000000,119627047,AU,0,Action,10,2008
Crayon Shin-chan: Pursuit of the Balls of Darkness,Japanese,122700000,217486131,JP,0,Animation,04,1997
Lupin the Third: Jigen's Gravestone,Japanese,147860000,617601128,AU,0,Animation,06,2014
Revival of Evangelion,Japanese,59000000,642402632.4,JP,0,Action,03,1998
Killing Gunther,English,127000000,569973411.4,AU,0,Action,04,2018
The Fall,English,30000000,3669465,AU,0,Adventure,07,2011
In the Valley of Elah,English,23000000,24489150,AU,2,History,11,2007
Monster Hunter: Legends of the Guild,English,159000000,375004374.2,US,0,Animation,08,2021
Let Him Go,English,8173967,7997460,AU,0,Drama,02,2021
Proud Mary,English,30000000,21709539,US,0,Thriller,01,2018
Before the Flood,English,62100000,534518566.6,US,0,Documentary,10,2016
